,Overall,Value,Rooms,Location,Cleanliness,Check in / front desk,Service,Business service
12055,3,5,4,5,5,4,4,-1
12056,3,3,1,4,3,4,4,-1
12057,3,4,4,4,4,3,3,3
12058,3,1,2,4,3,2,3,2
12059,3,3,2,-1,2,-1,4,-1
12060,3,4,1,3,4,4,3,3
12061,3,5,3,3,3,2,3,-1
12062,3,4,4,-1,3,-1,2,-1
12063,3,3,3,5,3,4,4,3
12064,3,3,3,3,4,3,3,3
12065,3,4,4,5,4,4,4,3
12066,3,4,1,-1,3,-1,4,-1
12067,3,3,4,-1,4,-1,3,-1
12068,3,4,2,-1,4,-1,4,-1
12069,3,3,4,3,4,4,3,-1
12070,3,3,2,4,2,4,4,-1
12071,3,3,3,-1,4,-1,3,-1
12072,3,3,5,-1,3,-1,4,-1
12073,3,3,2,5,3,5,3,-1
12074,3,4,3,5,3,4,4,2
12075,3,3,4,2,4,3,3,-1
12076,3,4,3,5,2,4,3,3
12077,3,3,3,2,3,2,2,-1
12078,3,3,2,4,4,3,4,-1
12079,3,3,3,5,3,3,2,4
12080,3,4,3,3,3,3,4,3
12081,3,3,3,4,5,4,4,3
12082,3,3,2,4,3,2,4,3
12083,3,4,4,-1,5,-1,3,-1
12084,3,3,4,3,5,3,4,4
12085,3,4,3,5,3,5,5,-1
12086,3,4,3,-1,2,-1,3,-1
12087,3,3,3,-1,4,4,3,1
12088,3,4,5,-1,5,-1,2,-1
12089,3,3,3,3,4,4,5,-1
12090,3,3,2,-1,3,-1,3,-1
12091,3,3,3,5,4,4,4,2
12092,3,4,3,2,3,4,4,-1
12093,3,4,3,5,4,5,4,-1
12094,3,4,4,4,3,1,3,3
12095,3,2,4,4,3,4,1,-1
12096,3,4,3,-1,4,-1,3,-1
12097,3,2,2,5,4,3,3,1
12098,3,4,3,2,4,4,4,3
12099,3,4,4,5,5,5,5,2
12100,3,3,5,3,3,3,3,5
12101,3,3,3,-1,4,-1,2,-1
12102,3,3,3,-1,3,-1,3,-1
12103,3,3,4,5,5,5,5,5
12104,3,5,3,3,4,1,5,5
12105,3,3,2,5,4,5,4,2
12106,3,3,3,3,4,4,3,5
12107,3,3,2,4,2,4,4,-1
12108,3,3,3,-1,4,-1,2,-1
12109,3,3,3,3,4,4,-1,-1
12110,3,2,2,-1,2,-1,3,-1
12111,3,3,3,4,3,3,3,-1
12112,3,4,4,4,4,4,4,-1
12113,3,3,3,5,4,4,3,-1
12114,3,3,3,4,4,3,3,-1
12115,3,3,3,5,5,4,4,3
12116,3,3,2,3,4,4,3,-1
12117,3,1,2,-1,3,-1,1,-1
12118,3,3,2,5,3,3,3,5
12119,3,3,3,1,3,3,3,3
12120,3,3,2,4,4,2,3,-1
12121,3,3,4,3,3,3,4,4
12122,3,3,3,5,4,4,4,-1
12123,3,3,4,4,3,3,3,4
12124,3,-1,3,4,2,3,5,-1
12125,3,3,3,3,3,4,3,-1
12126,3,3,3,1,4,3,4,5
12127,3,3,3,2,4,4,-1,4
12128,3,3,5,4,5,1,4,4
12129,3,3,2,5,5,3,3,4
12130,3,2,4,4,4,5,4,-1
12131,3,2,3,3,3,3,-1,-1
12132,3,3,2,4,3,4,3,3
12133,3,3,3,-1,4,-1,5,-1
12134,3,2,3,-1,3,-1,3,-1
12135,3,3,-1,2,2,4,-1,2
12136,3,2,4,5,3,5,4,4
12137,3,3,3,3,5,1,5,-1
12138,3,3,3,3,2,3,2,3
12139,3,2,3,-1,4,-1,3,-1
12140,3,3,4,1,3,3,3,3
12141,3,3,3,3,3,3,3,4
12142,3,5,3,4,3,4,3,-1
12143,3,4,3,3,3,3,-1,-1
12144,3,3,3,-1,4,-1,2,-1
12145,3,2,3,-1,3,-1,4,-1
12146,3,4,4,4,5,4,2,5
12147,3,3,2,5,4,3,4,2
12148,3,3,2,5,3,4,4,3
12149,3,3,3,5,5,3,5,3
12150,3,-1,3,3,3,2,-1,3
12151,3,3,3,2,5,3,5,3
12152,3,2,2,-1,3,-1,4,-1
12153,3,3,3,1,3,3,2,3
12154,3,4,2,4,2,4,4,1
12155,3,4,3,4,3,5,5,5
12156,3,2,4,3,4,3,3,3
12157,3,3,2,1,3,3,3,3
12158,3,3,3,3,2,1,3,-1
12159,3,2,2,5,4,3,3,-1
12160,3,4,4,4,5,4,5,3
12161,3,3,2,-1,2,-1,3,-1
12162,3,4,2,5,2,5,5,4
12163,3,3,3,3,3,4,2,-1
12164,3,3,3,-1,3,-1,4,-1
12165,3,4,4,-1,5,-1,5,-1
12166,3,1,2,4,3,3,2,3
12167,3,3,3,3,4,2,3,3
12168,3,3,3,5,3,3,3,4
12169,3,3,4,4,3,4,2,2
12170,3,3,2,2,3,3,3,3
12171,3,4,3,4,3,4,-1,-1
12172,3,3,4,4,4,2,3,4
12173,3,3,3,4,3,3,3,3
12174,3,3,4,4,4,2,3,4
12175,3,3,3,4,2,5,3,3
12176,3,4,5,-1,4,-1,1,-1
12177,3,3,3,4,3,4,3,3
12178,3,3,2,4,4,4,4,4
12179,3,1,2,-1,4,-1,2,-1
12180,3,3,4,3,4,2,2,2
12181,3,3,3,2,5,2,2,-1
12182,3,4,3,-1,4,-1,3,-1
12183,3,3,3,4,3,3,3,3
12184,3,3,3,3,4,3,3,3
12185,3,3,3,5,4,4,3,3
12186,3,-1,2,4,2,4,4,3
12187,3,2,2,-1,3,-1,2,-1
12188,3,4,3,3,3,4,4,-1
12189,3,3,2,5,4,4,4,3
12190,3,3,2,5,-1,2,2,-1
12191,3,3,2,5,3,5,4,5
12192,3,3,3,5,3,5,5,-1
12193,3,3,4,-1,4,-1,4,-1
12194,3,2,2,3,2,4,4,-1
12195,3,4,5,5,5,1,4,3
12196,3,3,3,4,3,4,4,2
12197,3,3,3,4,3,4,3,3
12198,3,4,4,-1,3,-1,3,-1
12199,3,4,3,4,5,5,5,4
12200,3,2,2,-1,4,-1,5,-1
12201,3,1,2,-1,3,-1,4,-1
12202,3,3,4,5,5,3,3,-1
12203,3,4,3,5,4,4,5,3
12204,3,3,2,1,3,4,4,-1
12205,3,3,3,3,3,4,3,-1
12206,3,2,3,-1,4,-1,3,-1
12207,3,4,3,5,4,5,4,-1
12208,3,3,5,-1,5,-1,4,-1
12209,3,2,3,-1,3,-1,2,-1
12210,3,3,2,4,2,4,4,-1
12211,3,3,3,-1,3,-1,3,-1
12212,3,3,4,-1,4,-1,4,-1
12213,3,4,2,-1,5,-1,3,-1
12214,3,4,3,4,3,4,3,-1
12215,3,3,3,2,4,3,5,4
12216,3,3,4,4,2,2,4,3
12217,3,3,4,3,3,4,3,3
12218,3,3,3,4,3,3,4,2
12219,3,2,2,-1,3,-1,3,-1
12220,3,3,2,-1,3,-1,3,-1
12221,3,3,2,4,5,5,5,-1
12222,3,3,3,3,2,3,3,2
12223,3,4,3,4,3,4,4,4
12224,3,3,3,5,3,3,3,-1
12225,3,3,5,4,4,5,5,3
12226,3,2,3,-1,3,-1,3,-1
12227,3,3,2,5,2,4,3,3
12228,3,2,2,4,2,4,2,3
12229,3,3,4,-1,4,-1,4,-1
12230,3,3,3,5,4,4,3,-1
12231,3,4,3,-1,4,-1,3,-1
12232,3,-1,3,4,3,4,4,2
12233,3,3,3,4,3,4,-1,4
12234,3,2,3,2,5,1,2,5
12235,3,4,2,4,3,4,4,-1
12236,3,3,4,4,4,2,3,3
12237,3,4,3,5,5,5,4,3
12238,3,3,3,2,3,4,4,3
12239,3,4,2,5,5,2,3,5
12240,3,3,3,4,2,4,2,3
12241,3,4,3,4,3,4,3,3
12242,3,3,4,-1,3,-1,3,-1
12243,3,2,3,3,3,3,2,3
12244,3,2,3,3,3,3,2,3
12245,3,3,3,-1,3,-1,3,-1
12246,3,4,3,3,4,4,2,3
12247,3,4,4,5,4,3,3,-1
12248,3,5,3,-1,4,-1,4,-1
12249,3,1,2,4,2,1,1,-1
12250,3,3,2,4,3,3,2,3
12251,3,3,3,-1,4,-1,3,-1
12252,3,4,2,3,4,3,4,-1
12253,3,3,5,5,3,2,1,5
12254,3,2,3,5,4,4,4,3
12255,3,3,3,4,3,4,3,3
12256,3,4,4,4,4,4,4,-1
12257,3,3,3,4,4,2,3,-1
12258,3,4,4,5,5,3,2,3
12259,3,3,3,4,3,3,-1,-1
12260,3,4,4,5,4,4,-1,1
12261,3,3,4,-1,5,-1,1,-1
12262,3,3,2,-1,3,-1,2,-1
12263,3,3,3,-1,2,-1,3,-1
12264,3,5,3,5,3,5,3,3
12265,3,3,2,3,2,3,3,-1
12266,3,2,3,5,3,5,1,2
12267,3,-1,4,5,2,4,4,-1
12268,3,4,3,-1,3,-1,3,-1
12269,3,2,5,5,5,5,5,5
12270,3,5,3,-1,5,-1,3,-1
12271,3,2,3,5,4,5,4,1
12272,3,2,3,4,5,2,5,-1
12273,3,4,3,-1,3,-1,4,-1
12274,3,3,3,4,3,4,4,-1
12275,3,2,4,-1,4,-1,4,-1
12276,3,3,3,3,5,3,3,-1
12277,3,3,4,5,4,5,5,4
12278,3,3,3,4,2,2,4,1
12279,3,3,3,5,3,5,4,-1
12280,3,4,3,4,3,5,3,4
12281,3,3,3,5,5,2,2,5
12282,3,4,3,4,3,4,2,3
12283,3,3,3,4,4,4,4,4
12284,3,3,3,-1,3,-1,2,-1
12285,3,3,5,-1,5,-1,1,-1
12286,3,4,3,3,4,3,3,5
12287,3,3,4,3,5,4,3,2
12288,3,3,4,3,4,5,5,2
12289,3,3,3,-1,4,-1,5,-1
12290,3,4,3,5,4,4,4,-1
12291,3,2,3,4,3,2,3,1
12292,3,3,3,5,4,2,-1,5
12293,3,3,3,2,4,2,3,-1
12294,3,3,5,3,4,5,4,4
12295,3,3,2,-1,3,-1,3,-1
12296,3,4,3,3,3,4,4,3
12297,3,3,3,3,4,2,3,-1
12298,3,4,3,3,4,4,4,5
12299,3,3,2,-1,2,-1,3,-1
12300,3,-1,2,5,4,3,3,3
12301,3,4,3,2,3,4,3,2
12302,3,2,5,3,4,3,1,3
12303,3,3,3,4,4,3,3,-1
12304,3,3,3,-1,3,-1,3,-1
12305,3,3,3,4,4,3,3,-1
12306,3,4,3,5,4,5,5,3
12307,3,2,3,4,4,3,3,2
12308,3,3,4,5,3,5,5,3
12309,3,3,3,-1,3,-1,3,-1
12310,3,4,3,5,4,3,5,4
12311,3,3,2,-1,3,-1,1,-1
12312,3,2,4,5,4,4,4,-1
12313,3,4,2,4,3,3,2,1
12314,3,5,2,3,3,2,1,3
12315,3,2,3,4,3,3,4,2
12316,3,3,3,3,3,4,4,-1
12317,3,3,2,2,3,3,3,-1
12318,3,2,3,4,3,1,1,3
12319,3,1,3,-1,2,-1,2,-1
12320,3,3,3,4,3,2,2,3
12321,3,-1,4,4,4,-1,4,-1
12322,3,3,3,3,4,2,3,-1
12323,3,2,3,5,3,3,3,3
12324,3,3,3,3,4,3,3,3
12325,3,3,3,5,3,3,4,-1
12326,3,4,3,4,3,4,3,3
12327,3,4,4,4,4,1,2,-1
12328,3,4,3,4,4,2,4,3
12329,3,3,4,4,4,5,3,-1
12330,3,3,3,5,4,3,3,-1
12331,3,2,2,4,5,3,4,-1
12332,3,5,4,5,3,3,4,3
12333,3,3,3,-1,3,-1,4,-1
12334,3,4,3,5,3,3,3,2
12335,3,3,1,4,4,4,4,3
12336,3,3,4,-1,4,-1,3,-1
12337,3,4,3,4,4,3,3,1
12338,3,3,4,4,4,3,3,-1
12339,3,4,2,3,5,5,5,-1
12340,3,3,3,3,3,3,3,3
12341,3,1,4,-1,4,-1,2,-1
12342,3,3,2,4,3,4,3,2
12343,3,3,3,4,4,3,3,3
12344,3,3,3,3,4,4,4,3
12345,3,3,3,3,3,3,3,-1
12346,3,3,4,4,3,3,2,4
12347,3,3,2,4,2,3,3,3
12348,3,3,4,5,4,3,2,4
12349,3,2,2,4,3,4,3,-1
12350,3,5,3,-1,5,-1,3,-1
12351,3,3,3,4,3,3,3,-1
12352,3,5,2,2,3,3,-1,4
12353,3,5,3,-1,3,-1,5,-1
12354,3,3,3,4,2,3,3,-1
12355,3,3,3,4,3,3,-1,-1
12356,3,4,3,-1,3,-1,3,-1
12357,3,3,3,-1,4,-1,3,-1
12358,3,3,3,5,5,3,5,3
12359,3,-1,3,4,5,5,4,3
12360,3,3,3,4,2,3,3,2
12361,3,4,3,-1,3,-1,4,-1
12362,3,3,4,4,5,3,3,4
12363,3,4,4,4,4,3,4,2
12364,3,3,3,-1,4,-1,4,-1
12365,3,3,4,4,3,5,3,3
12366,3,2,3,-1,3,-1,3,-1
12367,3,3,2,-1,2,-1,4,-1
12368,3,2,3,-1,3,-1,2,-1
12369,3,4,3,-1,3,-1,3,-1
12370,3,3,2,5,3,3,3,3
12371,3,4,4,-1,3,-1,2,-1
12372,3,3,5,5,4,2,3,-1
12373,3,3,5,4,5,5,5,-1
12374,3,3,3,-1,3,-1,3,-1
12375,3,3,3,4,4,5,4,5
12376,3,3,3,4,4,1,2,-1
12377,3,4,2,5,3,2,5,-1
12378,3,2,2,3,5,1,5,3
12379,3,2,1,4,2,2,4,-1
12380,3,3,3,4,3,3,2,3
12381,3,3,3,-1,4,-1,5,-1
12382,3,3,3,-1,4,-1,3,-1
12383,3,4,3,-1,4,-1,3,-1
12384,3,3,3,3,3,4,4,2
12385,3,3,3,-1,3,-1,2,-1
12386,3,2,2,3,2,3,1,3
12387,3,3,4,5,2,4,3,1
12388,3,3,4,2,4,3,-1,1
12389,3,3,2,4,2,3,3,-1
12390,3,3,3,2,4,4,3,4
12391,3,3,4,2,3,2,4,-1
12392,3,2,3,-1,2,-1,1,-1
12393,3,3,2,3,2,2,3,2
12394,3,3,3,3,5,2,3,3
12395,3,4,3,4,4,3,3,-1
12396,3,3,3,4,3,4,4,4
12397,3,3,4,4,3,5,4,4
12398,3,4,2,5,5,5,4,5
12399,3,3,3,5,3,3,4,4
12400,3,3,5,5,5,5,5,5
12401,3,3,4,3,4,3,2,-1
12402,3,3,4,3,5,5,5,-1
12403,3,5,2,-1,4,-1,3,-1
12404,3,3,4,4,5,3,3,-1
12405,3,2,4,5,3,2,4,-1
12406,3,4,3,-1,3,-1,3,-1
12407,3,4,3,5,3,4,3,-1
12408,3,4,3,3,4,4,3,-1
12409,3,3,3,5,4,5,4,-1
12410,3,3,3,-1,5,-1,2,-1
12411,3,3,3,-1,3,-1,3,-1
12412,3,3,3,2,3,4,4,2
12413,3,3,4,-1,4,-1,2,-1
12414,3,3,4,5,5,3,4,3
12415,3,2,3,4,3,2,3,1
12416,3,3,3,3,3,3,3,3
12417,3,1,2,-1,2,-1,1,-1
12418,3,3,2,-1,2,-1,3,-1
12419,3,3,2,2,5,5,5,5
12420,3,3,4,5,3,3,4,2
12421,3,3,3,4,2,3,4,2
12422,3,3,3,4,3,3,3,-1
12423,3,3,4,4,4,3,4,4
12424,3,3,2,2,1,2,4,3
12425,3,3,3,3,3,4,4,4
12426,3,3,3,4,3,4,4,3
12427,3,3,4,-1,3,-1,4,-1
12428,3,4,4,4,4,2,2,3
12429,3,4,3,3,3,3,3,-1
12430,3,3,3,-1,3,-1,4,-1
12431,3,1,5,-1,5,-1,2,-1
12432,3,4,3,5,4,3,-1,-1
12433,3,3,2,3,4,3,3,3
12434,3,3,3,2,3,3,3,-1
12435,3,2,4,2,4,5,4,2
12436,3,3,2,4,1,3,-1,-1
12437,3,5,3,-1,3,-1,3,-1
12438,3,3,3,5,4,3,3,-1
12439,3,2,2,3,2,2,2,2
12440,3,3,1,5,5,4,5,-1
12441,3,4,3,5,4,3,3,4
12442,3,3,3,3,4,1,2,1
12443,3,4,3,4,3,4,3,3
12444,3,3,1,5,3,3,3,-1
12445,3,3,3,-1,5,-1,5,-1
12446,3,3,3,3,4,4,4,-1
12447,3,2,5,4,3,4,4,3
12448,3,3,4,3,5,4,4,-1
12449,3,3,2,-1,2,-1,4,-1
12450,3,3,2,4,3,2,3,-1
12451,3,3,3,4,4,2,3,4
12452,3,3,5,5,4,2,2,-1
12453,3,4,3,3,4,2,5,-1
12454,3,4,3,-1,3,-1,3,-1
12455,3,4,3,-1,3,-1,4,-1
12456,3,2,3,4,4,3,3,-1
12457,3,4,5,5,4,2,4,2
12458,3,3,5,4,4,4,5,4
12459,3,2,2,-1,2,-1,2,-1
12460,3,4,2,5,4,4,4,3
12461,3,3,3,4,4,3,2,-1
12462,3,2,3,-1,4,-1,3,-1
12463,3,4,2,-1,3,-1,4,-1
12464,3,2,2,3,4,4,4,-1
12465,3,4,3,-1,4,-1,4,-1
12466,3,3,3,4,3,4,4,-1
12467,3,3,3,4,5,4,2,3
12468,3,4,3,3,3,2,3,-1
12469,3,5,3,-1,4,-1,3,-1
12470,3,4,3,3,4,4,4,4
12471,3,3,4,4,4,4,5,3
12472,3,3,2,4,2,4,3,-1
12473,3,3,3,2,4,4,2,-1
12474,3,4,2,5,3,5,4,-1
12475,3,3,2,4,3,3,3,-1
12476,3,3,2,4,3,4,3,3
12477,3,2,2,4,5,4,3,5
12478,3,3,4,4,4,4,5,3
12479,3,3,3,4,2,4,2,2
12480,3,3,2,5,4,3,4,1
12481,3,3,3,4,4,4,4,-1
12482,3,3,3,4,4,3,3,1
12483,3,2,2,4,2,2,3,1
12484,3,3,3,4,2,4,3,-1
12485,3,2,3,3,4,4,5,-1
12486,3,2,3,-1,2,-1,4,-1
12487,3,2,3,-1,3,-1,4,-1
12488,3,3,4,4,3,3,4,3
12489,3,2,2,4,4,3,3,2
12490,3,4,3,-1,4,-1,2,-1
12491,3,3,3,5,3,3,3,-1
12492,3,3,2,3,3,3,2,2
12493,3,3,3,3,2,4,4,-1
12494,3,3,2,4,3,3,3,3
12495,3,3,4,4,4,3,4,4
12496,3,3,4,4,4,1,3,4
12497,3,4,4,5,4,4,4,4
12498,3,3,3,5,3,4,3,-1
12499,3,2,4,4,4,4,1,-1
12500,3,4,4,-1,4,-1,2,-1
12501,3,4,3,3,3,4,4,-1
12502,3,4,3,-1,4,-1,4,-1
12503,3,3,3,4,3,2,3,3
12504,3,2,4,5,3,5,2,1
12505,3,3,4,5,5,3,4,-1
12506,3,3,4,4,4,3,3,3
12507,3,2,2,-1,4,-1,3,-1
12508,3,4,4,-1,4,-1,3,-1
12509,3,2,4,3,4,5,3,3
12510,3,2,1,5,4,4,3,-1
12511,3,3,3,5,3,3,4,2
12512,3,3,4,4,4,3,4,3
12513,3,3,4,-1,4,-1,2,-1
12514,3,4,4,4,4,4,4,3
12515,3,3,3,4,4,5,5,-1
12516,3,3,4,3,4,3,2,2
12517,3,4,3,5,5,5,2,-1
12518,3,4,2,-1,4,-1,4,-1
12519,3,5,4,-1,4,-1,4,-1
12520,3,5,5,4,4,5,3,5
12521,3,3,2,1,5,1,1,3
12522,3,4,3,4,3,4,4,5
12523,3,3,3,5,4,5,-1,5
12524,3,2,1,5,3,5,4,4
12525,3,3,3,4,2,2,2,1
12526,3,3,3,3,2,3,3,3
12527,3,5,1,5,1,4,3,5
12528,3,2,2,2,3,1,3,-1
12529,3,3,4,3,4,4,4,-1
12530,3,3,3,4,4,4,4,3
12531,3,4,5,5,5,5,5,5
12532,3,2,4,5,2,1,2,3
12533,3,3,4,5,5,3,3,-1
12534,3,3,3,4,3,4,3,2
12535,3,4,3,3,5,3,2,-1
12536,3,3,4,5,5,5,5,-1
12537,3,4,4,2,5,5,4,-1
12538,3,-1,3,3,4,4,4,3
12539,3,4,2,-1,3,-1,4,-1
12540,3,2,3,-1,3,-1,4,-1
12541,3,3,3,4,4,5,5,-1
12542,3,3,3,3,3,4,3,-1
12543,3,3,3,4,5,4,5,-1
12544,3,4,3,4,4,4,2,3
12545,3,2,2,-1,5,-1,4,-1
12546,3,3,4,5,5,5,5,5
12547,3,4,4,4,4,3,3,4
12548,3,3,4,3,3,3,2,4
12549,3,2,1,4,2,4,5,1
12550,3,4,2,-1,2,-1,3,-1
12551,3,3,4,4,4,3,3,2
12552,3,3,1,4,4,4,3,3
12553,3,4,4,-1,1,-1,4,-1
12554,3,3,3,3,3,3,3,-1
12555,3,2,3,4,3,3,2,-1
12556,3,3,3,5,4,4,4,4
12557,3,3,3,5,4,4,5,-1
12558,3,4,4,5,3,3,3,2
12559,3,2,4,3,4,2,2,2
12560,3,3,3,-1,4,-1,3,-1
12561,3,4,4,4,3,4,4,1
12562,3,2,3,-1,5,-1,3,-1
12563,3,2,3,-1,4,-1,3,-1
12564,3,4,3,-1,5,-1,4,-1
12565,3,4,3,-1,3,-1,3,-1
12566,3,3,2,-1,4,-1,3,-1
12567,3,3,3,-1,3,-1,3,-1
12568,3,3,4,4,4,3,2,1
12569,3,4,4,-1,4,-1,3,-1
12570,3,3,2,5,3,2,4,2
12571,3,4,2,5,2,4,4,2
12572,3,3,2,4,3,4,4,3
12573,3,-1,3,3,4,3,3,2
12574,3,3,2,4,4,2,3,3
12575,3,-1,4,4,4,2,4,4
12576,3,2,1,3,4,2,2,1
12577,3,2,4,4,4,5,4,3
12578,3,3,3,3,3,3,2,-1
12579,3,3,3,2,3,5,4,2
12580,3,3,4,3,4,3,4,3
12581,3,3,4,5,4,4,3,-1
12582,3,3,3,4,3,4,-1,-1
12583,3,3,2,2,3,2,2,2
12584,3,3,3,3,4,3,3,-1
12585,3,4,4,5,5,5,4,-1
12586,3,3,4,3,5,5,5,-1
12587,3,3,3,3,3,3,2,2
12588,3,4,3,-1,4,-1,4,-1
12589,3,3,3,-1,4,-1,5,-1
12590,3,2,3,3,4,5,3,3
12591,3,5,3,5,3,3,2,-1
12592,3,3,4,5,4,5,3,3
12593,3,4,3,4,4,5,4,-1
12594,3,3,2,-1,3,-1,3,-1
12595,3,3,3,4,3,4,3,1
12596,3,4,4,-1,4,-1,3,-1
12597,3,3,4,3,4,2,2,4
12598,3,4,3,-1,3,-1,4,-1
12599,3,3,2,4,4,3,3,4
12600,3,3,4,4,4,4,3,2
12601,3,3,2,5,2,4,4,-1
12602,3,4,5,-1,4,-1,2,-1
12603,3,3,3,3,2,3,3,3
12604,3,3,4,3,4,3,3,-1
12605,3,4,4,3,4,4,4,2
12606,3,4,4,5,5,5,5,-1
12607,3,4,4,4,4,4,4,4
12608,3,3,3,-1,3,-1,4,-1
12609,3,2,2,5,3,4,4,2
12610,3,2,3,5,5,3,5,-1
12611,3,3,2,3,4,5,5,5
12612,3,3,3,5,5,5,4,3
12613,3,3,3,-1,4,-1,3,-1
12614,3,4,3,5,3,3,4,3
12615,3,2,4,4,4,3,2,-1
12616,3,4,3,5,5,5,3,-1
12617,3,4,4,5,5,1,5,-1
12618,3,3,4,2,4,4,2,3
12619,3,2,3,4,3,3,2,2
12620,3,2,2,5,4,5,4,5
12621,3,4,4,3,5,5,4,-1
12622,3,2,1,4,5,2,3,-1
12623,3,3,4,4,5,3,2,3
12624,3,2,3,-1,3,-1,3,-1
12625,3,3,2,2,2,3,3,1
12626,3,2,2,4,2,4,-1,3
12627,3,3,1,4,2,3,5,4
12628,3,3,4,4,3,4,4,3
12629,3,3,3,2,3,3,3,-1
12630,3,2,3,5,2,4,4,3
12631,3,3,3,-1,4,-1,4,-1
12632,3,3,3,3,3,1,1,-1
12633,3,1,4,3,3,1,3,-1
12634,3,3,3,-1,3,-1,3,-1
12635,3,3,3,4,4,5,4,3
12636,3,3,4,3,4,3,-1,4
12637,3,4,3,4,3,3,3,3
12638,3,3,4,5,4,4,3,-1
12639,3,3,3,4,3,3,-1,4
12640,3,2,3,4,4,3,3,3
12641,3,3,4,3,4,5,5,-1
12642,3,3,3,4,4,3,3,-1
12643,3,3,2,5,3,3,3,2
12644,3,4,4,5,4,4,5,1
12645,3,5,3,-1,4,-1,3,-1
12646,3,3,3,5,2,4,3,4
12647,3,3,4,5,4,2,3,-1
12648,3,5,3,-1,5,5,5,3
12649,3,5,3,-1,3,-1,3,-1
12650,3,5,3,-1,3,-1,3,-1
12651,3,2,3,4,2,3,3,4
12652,3,3,2,3,4,5,5,-1
12653,3,4,4,4,4,2,3,3
12654,3,3,2,4,4,3,4,3
12655,3,3,3,2,4,4,4,-1
12656,3,3,5,-1,5,-1,5,-1
12657,3,3,2,3,2,4,2,4
12658,3,3,3,4,3,5,4,5
12659,3,3,-1,5,4,3,2,4
12660,3,3,3,5,4,3,3,4
12661,3,3,2,4,4,3,3,4
12662,3,3,3,2,4,4,3,4
12663,3,3,2,3,4,4,4,-1
12664,3,2,3,5,3,3,2,-1
12665,3,5,3,4,4,5,5,5
12666,3,2,3,-1,5,-1,2,-1
12667,3,3,3,3,3,3,3,5
12668,3,1,4,-1,3,-1,1,-1
12669,3,3,4,5,5,5,5,4
12670,3,3,3,-1,3,-1,3,-1
12671,3,3,3,4,4,3,3,3
12672,3,3,3,5,3,3,5,3
12673,3,3,3,5,3,4,3,2
12674,3,3,5,-1,5,-1,5,-1
12675,3,3,2,5,3,3,3,-1
12676,3,3,3,4,3,3,2,3
12677,3,5,4,2,5,5,5,3
12678,3,3,4,4,3,4,3,-1
12679,3,4,4,4,4,3,4,4
12680,3,3,3,4,2,2,2,3
12681,3,3,2,5,4,4,3,-1
12682,3,3,3,5,4,4,4,-1
12683,3,3,3,4,3,3,3,3
12684,3,3,3,5,4,5,5,4
12685,3,3,3,-1,4,-1,4,-1
12686,3,4,3,-1,4,-1,3,-1
12687,3,4,4,4,4,3,5,4
12688,3,3,3,-1,3,-1,4,-1
12689,3,3,2,5,3,5,5,4
12690,3,3,3,-1,3,-1,2,-1
12691,3,3,5,2,5,4,5,5
12692,3,4,4,-1,4,-1,4,-1
12693,3,3,2,-1,3,-1,3,-1
12694,3,4,3,2,3,4,3,4
12695,3,3,3,4,3,3,3,-1
12696,3,2,3,5,5,4,5,2
12697,3,3,2,-1,2,-1,4,-1
12698,3,3,3,-1,3,-1,4,-1
12699,3,3,4,2,4,3,3,4
12700,3,4,5,2,5,5,5,5
12701,3,4,4,2,5,3,4,-1
12702,3,4,2,4,3,4,-1,3
12703,3,3,4,2,4,2,4,3
12704,3,3,3,3,4,3,3,3
12705,3,3,4,5,5,5,5,5
12706,3,3,2,4,4,3,2,-1
12707,3,1,4,-1,4,-1,3,-1
12708,3,3,2,3,2,3,1,4
12709,3,3,3,4,3,4,3,2
12710,3,5,4,4,3,4,4,-1
12711,3,3,3,5,3,2,3,3
12712,3,2,4,4,3,4,3,3
12713,3,3,3,3,3,3,4,-1
12714,3,3,3,3,4,2,4,3
12715,3,4,4,4,4,4,4,3
12716,3,3,4,-1,4,-1,2,-1
12717,3,3,4,4,3,4,4,-1
12718,3,3,2,4,4,5,3,-1
12719,3,4,4,3,5,3,3,2
12720,3,3,2,5,3,5,5,1
12721,3,2,2,4,4,3,4,1
12722,3,4,2,-1,4,-1,3,-1
12723,3,3,3,3,3,3,3,-1
12724,3,5,3,4,4,4,5,3
12725,3,4,4,5,5,3,2,3
12726,3,3,3,-1,3,-1,3,-1
12727,3,3,4,-1,4,-1,3,-1
12728,3,5,3,5,3,4,5,-1
12729,3,3,3,5,3,5,5,4
12730,3,4,3,-1,4,-1,4,-1
12731,3,2,3,5,3,5,2,1
12732,3,3,4,-1,3,-1,1,-1
12733,3,3,3,4,3,3,3,3
12734,3,3,1,3,4,5,4,-1
12735,3,4,2,5,3,3,2,-1
12736,3,3,3,5,4,3,3,-1
12737,3,3,2,4,4,4,3,4
12738,3,2,2,-1,3,1,1,-1
12739,3,2,2,5,3,3,3,3
12740,3,3,4,4,4,4,4,-1
12741,3,4,4,4,4,4,4,-1
12742,3,3,5,5,5,4,3,5
12743,3,3,2,4,3,3,-1,3
12744,3,4,3,3,5,3,3,-1
12745,3,3,2,2,3,3,3,5
12746,3,2,2,5,5,4,4,-1
12747,3,3,3,4,2,3,2,-1
12748,3,3,3,4,3,3,3,-1
12749,3,3,5,5,5,2,2,5
12750,3,5,5,3,5,1,5,5
